address,bundle_id,priority,strategy,text,body_capacity,source_prefix_hex,current_ext3_token,native_tokens,native_token_count,native_body_hex,nul_run,next_control
610876,scenario_61085D,P4_direct_ext3_text_drift,portal16,사이드３에　안주한　자들에게,17,18,E5183B15,,0,,1,
610894,scenario_61085D,P4_direct_ext3_text_drift,portal16,빡빡한　일만　밀어붙인　거구에　『민폐니,18,18,E518278B,,0,,1,
6108BB,scenario_61085D,P4_direct_ext3_text_drift,portal16,그딴　작자들이　이끄는　집단에　충성했다,15,18,E51874B0,,0,,1,
6108E5,scenario_6108DC,P4_direct_ext3_text_drift,portal16,가엾구나……　뜻도　없는　자들을,14,18,E5182AF3,,0,,1,
610940,scenario_61092E,P4_direct_ext3_text_drift,portal16,소중한　데라즈　각하의　목숨은,11,18,E518081D,,0,,1,
61099C,scenario_61098E,P4_direct_ext3_text_drift,portal16,가토여、　네　신념을　굽히지　마라！　실,10,18,E51847DA,,0,,1,
6109E9,scenario_6109CF,P4_direct_ext3_text_drift,portal16,날　우주의　구경거리로　만들　셈이냐！？,14,18,E5184BEE,,0,,1,
610AAF,scenario_610A98,P4_direct_ext3_text_drift,portal16,우리　힘으로,6,18,E5184C81,,0,,1,
610B0F,scenario_610AFF,P1_direct_ext3_exact_text_control_adjacent,portal16,녀석들！　출발해라！！,11,18,E518C299,,0,,2,1728
610BA2,scenario_610B95,P2_direct_ext3_exact_text,portal16,아직　승부는　나지　않았는데、,15,18,E51839B3,,0,,1,
610CCC,scenario_610CBF,P1_direct_ext3_exact_text_control_adjacent,portal16,도대체　뭘　하려는　생각인가！？,8,18,E5180B52,,0,,2,1728
610D22,scenario_610D10,P4_direct_ext3_text_drift,portal16,더는　치욕스럽게　살　생각　따윈,17,18,E5184C82,,0,,1,
610EEA,scenario_610ED9,P4_direct_ext3_text_drift,portal16,이쪽　적　부대는　우리가　무력화했다。,16,18,E5184B11,,0,,1,
610F72,scenario_610F4D,P2_direct_ext3_exact_text,portal16,동、　동포들이여……,8,18,E51839BA,,0,,2,
610F7D,scenario_610F4D,P1_direct_ext3_exact_text_control_adjacent,portal16,뒷일을、　부…　탁하네……！！,10,18,E51849B9,,0,,2,1728
610FA6,scenario_610F92,P4_direct_ext3_text_drift,portal16,지구권의　안일한　평화를　꿈꿨던　일부,15,18,E51849FF,,0,,1,
610FCC,scenario_610F92,P2_direct_ext3_exact_text,portal16,이번　데라즈　플리트의　무장　봉기는、,15,18,E51839BB,,0,,1,
610FEC,scenario_610F92,P2_direct_ext3_exact_text,portal16,……지구！！,6,18,E51819BE,,0,,2,
610FF5,scenario_610F92,P4_direct_ext3_text_drift,portal16,이　우주의　성스러운　상징을　위태롭게,8,18,E51829EA,,0,,1,
61102B,scenario_611023,P2_direct_ext3_exact_text,portal16,우리는　보기　좋게　놈들의　들러리이자,11,18,E51849BB,,0,,1,
6110CC,scenario_6110B8,P4_direct_ext3_text_drift,portal16,언제부터　이름을　바꾼　거지、,14,18,E5181C79,,0,,1,
611107,scenario_6110EB,P4_direct_ext3_text_drift,portal16,지금의　나는　그저　크와트로　바지나일,11,18,E51819C1,,0,,1,
611150,scenario_61113A,P2_direct_ext3_exact_text,portal16,당신　방금、　티탄즈와　교전하고,10,18,E51849BE,,0,,1,
6111B6,scenario_6111A3,P4_direct_ext3_text_drift,portal16,솔직히　말하지……　그　힘을,18,18,E5180AA8,,0,,1,
61121F,scenario_61120F,P4_direct_ext3_text_drift,portal16,그렇다고　혼자　지구권을,12,18,E5184B12,,0,,1,
61123D,scenario_61120F,P4_direct_ext3_text_drift,portal16,놈을　몰아붙일　수만　있다면,14,18,E51829C4,,0,,1,
611270,scenario_61125F,P2_direct_ext3_exact_text,portal16,하지만、　중위。,6,18,E51849C1,,0,,1,
611292,scenario_611286,P3_direct_ext3_control_adjacent_text_drift,portal16,……아인의　배신으로。,10,18,E5180CE5,,0,,2,082B
6112D9,scenario_6112CD,P4_direct_ext3_text_drift,portal16,그걸　위해　우리　에우고를,7,18,E5181C7A,,0,,1,
611326,scenario_611318,P4_direct_ext3_text_drift,portal16,자네　목적이　뭐든、　우리에게,14,18,E518010A,,0,,1,
611345,scenario_611318,P3_direct_ext3_control_adjacent_text_drift,portal16,자네들을　에우고에　환영하네。,11,18,E5181BEB,,0,,2,0802
611386,scenario_61137A,P4_direct_ext3_text_drift,portal16,그　폭발　속에서　몸을　감싸다니、,20,18,E518010E,,0,,1,
6113B2,scenario_6113A9,P4_direct_ext3_text_drift,portal16,큭！　한심하군……！！,11,18,E5183C83,,0,,2,
6113C0,scenario_6113A9,P4_direct_ext3_text_drift,portal16,작전에　패해　데라즈　각하를　잃고도,21,18,E5180111,,0,,1,
6113FC,scenario_6113E9,P4_direct_ext3_text_drift,portal16,살아남은　걸　한탄하기　전에、,16,18,E5180113,,0,,1,
611447,scenario_61142F,P4_direct_ext3_text_drift,portal16,연방군은　이제　중력에　혼을　빼앗긴,19,18,E5180118,,0,,1,
611472,scenario_61142F,P4_direct_ext3_text_drift,portal16,우리　에우고는　그런　자들로부터,12,18,E518011A,,0,,1,
61148D,scenario_61142F,P2_direct_ext3_exact_text,portal16,어떤가、　아나벨　가토　소령。,11,18,E5181B0A,,0,,1,
6114DE,scenario_6114D4,P4_direct_ext3_text_drift,portal16,원래　귀관들이　구해준　목숨이다。,16,18,E518011F,,0,,2,
6114F1,scenario_6114D4,P4_direct_ext3_text_drift,portal16,비천한　내　무력이　대의에　도움이　된다,16,18,E5180120,,0,,1,
611518,scenario_61150F,P4_direct_ext3_text_drift,portal16,다시　한번　에우고에　온　걸　환영하네。,12,18,E5183C84,,0,,1,
611593,scenario_611570,P4_direct_ext3_text_drift,portal16,가능하면　우리와　함께,8,18,E5180CE7,,0,,1,
6115BE,scenario_6115AD,P2_direct_ext3_exact_text,portal16,내　투쟁은、　저　우주　궤도상의,12,18,E518012B,,0,,1,
6115D8,scenario_6115AD,P4_direct_ext3_text_drift,portal16,가토마저　쓰러진　지금、,9,18,E5184B13,,0,,1,
611601,scenario_6115F7,P4_direct_ext3_text_drift,portal16,그렇다면　억지로　붙잡진　않겠네。,19,18,E5180130,,0,,1,
6116AF,scenario_6116A1,P2_direct_ext3_exact_text,portal16,그러나　그런　중고　셔틀을　견학하다니,16,18,E518935F,,0,,1,
6116E0,scenario_6116D2,P4_direct_ext3_text_drift,portal16,그　브라이트　함장이,5,18,E5180CE8,,0,,1,
61177C,scenario_611772,P2_direct_ext3_exact_text,portal16,여자의　이름인데…,8,18,E518C2A9,,0,,1,
611890,scenario_61187F,P4_direct_ext3_text_drift,portal16,뉴타입용　건담이란　소문도　있어,14,18,E5183B19,,0,,1,
6118B0,scenario_61187F,P4_direct_ext3_text_drift,portal16,듣자니、지구의　뉴타입　연구소에서,14,18,E5182C6A,,0,,1,
611903,scenario_6118EC,P4_direct_ext3_text_drift,portal16,이건　대위에게만　부탁할　수　있겠군。,15,18,E5183C87,,0,,1,
611936,scenario_611925,P4_direct_ext3_text_drift,portal16,아폴리와　로벨트를　데려갑니다。　그리고,13,18,E51819F5,,0,,1,
611958,scenario_611925,P4_direct_ext3_text_drift,portal16,릭　디어스의　성능이　있다면　사이드,10,18,E5183A3F,,0,,1,
6119A2,scenario_611990,P1_direct_ext3_exact_text_control_adjacent,portal16,설마…　…　녀석인가？,8,18,E5189370,,0,,2,1728
611A26,scenario_611A1B,P2_direct_ext3_exact_text,portal16,설마、　그　녀석도,6,18,E5180139,,0,,1,
611A73,scenario_611A63,P1_direct_ext3_exact_text_control_adjacent,portal16,나는　그　녀석을……！！,10,18,E518013E,,0,,2,1728
611AA6,scenario_611A88,P1_direct_ext3_exact_text_control_adjacent,portal16,이상하지　않은가！？,7,18,E5180141,,0,,2,1728
611B19,scenario_611B10,P3_direct_ext3_control_adjacent_text_drift,portal16,（지금이다……！！）,11,18,E5180146,,0,,2,1728
611B6A,scenario_611B51,P4_direct_ext3_text_drift,portal16,티탄즈는　언제쯤　여기가　지구와,13,18,E5184B14,,0,,1,
611BA4,scenario_611B95,P1_direct_ext3_exact_text_control_adjacent,portal16,카크리콘、　가자！！,8,18,E518014E,,0,,2,1728
611BE5,scenario_611BD0,P2_direct_ext3_exact_text,portal16,이렇게　된　이상　어쩔　수　없지……,16,18,E5180151,,0,,1,
611C37,scenario_611C2E,P2_direct_ext3_exact_text,portal16,이　기운、　아무로　레이……,12,18,E518C2BA,,0,,1,
611C70,scenario_611C58,P2_direct_ext3_exact_text,portal16,설마、　아까　말했던,8,18,E5180157,,0,,1,
611CA5,scenario_611C8D,P2_direct_ext3_exact_text,portal16,그　녀석이　파일럿으로　발탁되어　왔다면,14,18,E518015B,,0,,1,
611CFE,scenario_611CE3,P3_direct_ext3_control_adjacent_text_drift,portal16,저기에는　또　１기의　건담이……,13,18,E518C2BB,,0,,2,0886
611D7A,scenario_611D6A,P4_direct_ext3_text_drift,portal16,직접　마중　나가　드려야지。　그,10,18,E5182A84,,0,,1,
611D96,scenario_611D6A,P1_direct_ext3_exact_text_control_adjacent,portal16,……후후후。,5,18,E518C058,,0,,2,1728
611DF8,scenario_611DF0,P2_direct_ext3_exact_text,portal16,세라를　죽여놓고선、,11,18,E5189199,,0,,1,
611E20,scenario_611E13,P1_direct_ext3_exact_text_control_adjacent,portal16,제가요？　그녀를요？,10,18,E518016A,,0,,2,1728
611E4C,scenario_611E3F,P4_direct_ext3_text_drift,portal16,저는　그때　이후로　줄곧　중위님,9,18,E5181A83,,0,,1,
611E62,scenario_611E3F,P4_direct_ext3_text_drift,portal16,연방군과　마주쳐　중위가　피격돼……,19,18,E518016E,,0,,2,
611E78,scenario_611E3F,P2_direct_ext3_exact_text,portal16,설마、　전사하신　게　아닐까　하며,12,18,E518016F,,0,,1,
611E8F,scenario_611E3F,P2_direct_ext3_exact_text,portal16,무사하셨다면　연락이라도,10,18,E5180171,,0,,1,
611EAE,scenario_611EA4,P2_direct_ext3_exact_text,portal16,설마、　네놈……,7,18,E5180174,,0,,1,
611EC2,scenario_611EA4,P1_direct_ext3_exact_text_control_adjacent,portal16,자신이　무슨　짓을　저질렀는지！！,9,18,E5180176,,0,,2,1728
611EE5,scenario_611ED8,P4_direct_ext3_text_drift,portal16,아어、　그렇군요……　중위님　관점에선,7,18,E5181A66,,0,,1,
611F6F,scenario_611F5E,P4_direct_ext3_text_drift,portal16,고작　인형　하나、,8,18,E5184C89,,0,,1,
611FEE,scenario_611FD7,P4_direct_ext3_text_drift,portal16,가능하면　중위는　얌전히,8,18,E5182C6C,,0,,1,
612009,scenario_611FD7,P2_direct_ext3_exact_text,portal16,이　정도로　흥분해　핏대를　세우시니,15,18,E51874B4,,0,,1,
6121AD,scenario_6121A4,P2_direct_ext3_exact_text,portal16,저는　적이　아닙니다！,7,18,E518018C,,0,,1,
61234A,scenario_61233E,P1_direct_ext3_exact_text_control_adjacent,portal16,……모빌슈트인가！？,7,18,E518019B,,0,,2,1728
61236B,scenario_61235E,P1_direct_ext3_exact_text_control_adjacent,portal16,누가　저　녀석　좀　저지해라……！！,14,18,E518019D,,0,,2,1728
612391,scenario_612384,P2_direct_ext3_exact_text,portal16,모노아이를　장착한,7,18,E518C2BF,,0,,1,
612433,scenario_612410,P3_direct_ext3_control_adjacent_text_drift,portal16,중위、　그　건담으로　싸울　수　있나？,12,18,E5184BF1,,0,,2,0802
612458,scenario_612445,P1_direct_ext3_exact_text_control_adjacent,portal16,……기필코　타보이고　말겠어！,6,18,E51801A5,,0,,2,1728
6124AD,scenario_6124A0,P2_direct_ext3_exact_text,portal16,그러니　이　실책은,8,18,E51801A9,,0,,1,
6124D8,scenario_6124CD,P1_direct_ext3_exact_text_control_adjacent,portal16,머릿수가　너무　많군……　곤란한데。,13,18,E51801AB,,0,,2,1728
6125A9,scenario_612597,P4_direct_ext3_text_drift,portal16,내　역량은　１년　전쟁　시절과　비교해,11,18,E51801B2,,0,,1,
6125C9,scenario_612597,P2_direct_ext3_exact_text,portal16,결국　올드타입에　불과한　자네　따위가,7,18,E51801B4,,0,,1,
6125F6,scenario_6125EC,P2_direct_ext3_exact_text,portal16,혼자서만　싸우려　들지　마라！,10,18,E51801B6,,0,,1,
612635,scenario_612622,P2_direct_ext3_exact_text,portal16,중위는　뒤로　물러나게。,8,18,E51801BA,,0,,1,
6126E2,scenario_6126D5,P3_direct_ext3_control_adjacent_text_drift,portal16,……젠장！,5,18,E51801C1,,0,,2,1728
61278D,scenario_61276F,P1_direct_ext3_exact_text_control_adjacent,portal16,크와트로　대위　일행을　구출한다！,11,18,E51801C9,,0,,2,1728
6127B4,scenario_6127A3,P1_direct_ext3_exact_text_control_adjacent,portal16,예비　부대를　전선에　투입해라！！,9,18,E51801CB,,0,,2,1728
6127D4,scenario_6127C8,P4_direct_ext3_text_drift,portal16,진심으로　겨뤄보고　싶다만、　이곳은　내,15,18,E51839F2,,0,,1,
6127F5,scenario_6127C8,P1_direct_ext3_exact_text_control_adjacent,portal16,……일단은、　다음을　기약하지。,16,18,E51801CE,,0,,2,1728
612825,scenario_612810,P4_direct_ext3_text_drift,portal16,다음　교전　땐　네놈을　가장　먼저　도륙,19,18,E51874B7,,0,,1,
612865,scenario_61284C,P4_direct_ext3_text_drift,portal16,카미유가　남자　이름이라서　뭐가　나빠！,18,18,E518C056,,0,,1,
612919,scenario_6128FE,P2_direct_ext3_exact_text,portal16,……무슨　할　말이라도　있는가？,15,18,E51801DA,,0,,1,
61294B,scenario_61293E,P4_direct_ext3_text_drift,portal16,처벌하시려면　원하시는　대로　마음껏,5,18,E5183A68,,0,,1,
612984,scenario_61296F,P4_direct_ext3_text_drift,portal16,그　태도를　계속하는　한、,15,18,E5181B0C,,0,,1,
6129C7,scenario_6129B3,P4_direct_ext3_text_drift,portal16,예전의　너라면　말하지　않아도,15,18,E5180B46,,0,,1,
612A18,scenario_6129F3,P4_direct_ext3_text_drift,portal16,하지만　다음에도　같은　짓을　하면,15,18,E5184B16,,0,,1,
612ADB,scenario_612ABF,P3_direct_ext3_control_adjacent_text_drift,portal16,……회선、엽니다。,9,18,E5184C8C,,0,,2,1728
612B00,scenario_612AF3,P2_direct_ext3_exact_text,portal16,티탄즈의　최신예　모빌슈트를,8,18,E51801ED,,0,,1,
612B16,scenario_612AF3,P1_direct_ext3_exact_text_control_adjacent,portal16,과연　크와트로　대위로군。,9,18,E51801EF,,0,,2,1728
612B41,scenario_612B27,P4_direct_ext3_text_drift,portal16,티탄즈　신형기를　확보한　건,13,18,E5180B4C,,0,,1,
612B97,scenario_612B7F,P4_direct_ext3_text_drift,portal16,합류하고　나면　그　소년과　직접　대화할,13,18,E51801F8,,0,,1,
612C02,scenario_612BF6,P2_direct_ext3_exact_text,portal16,자네가　적극　도운　덕분에　티탄즈의,8,18,E51801FD,,0,,1,
612C19,scenario_612BF6,P3_direct_ext3_control_adjacent_text_drift,portal16,보통　사람은　할　수　없는　일이지。,10,18,E5183BF6,,0,,2,081E
612CB4,scenario_612CA4,P4_direct_ext3_text_drift,portal16,그러니、　눈에　띄는　차이는,14,18,E5180207,,0,,1,
612CF3,scenario_612CD8,P4_direct_ext3_text_drift,portal16,티탄즈의　횡포는　자네도　알겠지。,18,18,E518020B,,0,,1,
612D27,scenario_612D1E,P4_direct_ext3_text_drift,portal16,……네。,5,18,E518FC27,,0,,1,
612D66,scenario_612D56,P4_direct_ext3_text_drift,portal16,자네의　전용　기체일세。　에우고　도색,8,18,E5183A28,,0,,1,
612DE0,scenario_612DBD,P4_direct_ext3_text_drift,portal16,미안하지만、　모니터　옆의,17,18,E5182AFA,,0,,1,
612E03,scenario_612DBD,P3_direct_ext3_control_adjacent_text_drift,portal16,듣고　있나！？,9,18,E5180CEE,,0,,2,0802
612E20,scenario_612E12,P4_direct_ext3_text_drift,portal16,얼굴의　상처는　그대로지？,13,18,E5184B17,,0,,1,
612E94,scenario_612E8A,P1_direct_ext3_exact_text_control_adjacent,portal16,자네……,6,18,E518021C,,0,,2,1728
612EB7,scenario_612EA7,P1_direct_ext3_exact_text_control_adjacent,portal16,나는、　기필코　그　배신자　녀석을……！,12,18,E518021E,,0,,2,080D
612EED,scenario_612EDB,P4_direct_ext3_text_drift,portal16,신형기를　속수무책으로　빼앗기다니……,13,18,E5180220,,0,,1,
612F62,scenario_612F54,P4_direct_ext3_text_drift,portal16,그래서　바스크　옴　대령께,13,18,E5182AFB,,0,,1,
612FAA,scenario_612F98,P4_direct_ext3_text_drift,portal16,그　외눈박이와　건담ＭｋⅡ、,12,18,E5180B7D,,0,,1,
613037,scenario_613017,P3_direct_ext3_control_adjacent_text_drift,portal16,……위험하지　않나？,7,18,E5180CF0,,0,,2,0807
613062,scenario_613044,P3_direct_ext3_control_adjacent_text_drift,portal16,자네도　그걸　모르는　건　아니겠지？,13,18,E5180C55,,0,,2,0835
6130B7,scenario_6130AA,P4_direct_ext3_text_drift,portal16,티탄즈의　모빌슈트가,6,18,E5182C71,,0,,1,
613129,scenario_613117,P4_direct_ext3_text_drift,portal16,그리프스의　바스크　옴　대령이,12,18,E5184C90,,0,,1,
61319D,scenario_613192,P4_direct_ext3_text_drift,portal16,이　무슨　파렴치한　짓인가！,9,18,E5182C73,,0,,1,
6131FC,scenario_6131ED,P4_direct_ext3_text_drift,portal16,건담　Ｍｋ－ＩＩ와　그　신형기、,13,18,E5180CF3,,0,,1,
61321C,scenario_6131ED,P4_direct_ext3_text_drift,portal16,……에우고　지지자들을,9,18,E5181B11,,0,,1,
613277,scenario_613258,P4_direct_ext3_text_drift,portal16,티탄즈는　지온　잔당　소탕을　명목으로,17,18,E5181C89,,0,,1,
61329B,scenario_613258,P4_direct_ext3_text_drift,portal16,그들을　처형하겠다고,6,18,E5183C92,,0,,1,
613371,scenario_613369,P4_direct_ext3_text_drift,portal16,인질은　셔틀　템테이션에　타고,10,18,E5184C95,,0,,1,
613385,scenario_613369,P4_direct_ext3_text_drift,portal16,정장인　브라이트　노아　중령이,13,18,E5181C8C,,0,,1,
6133B6,scenario_6133A5,P4_direct_ext3_text_drift,portal16,고작　셔틀　선장　따위가,11,18,E5184C96,,0,,1,
61346F,scenario_61345A,P4_direct_ext3_text_drift,portal16,모처럼　모은　사람들을　옆에서,14,18,E5184C98,,0,,1,
6134A6,scenario_61349B,P4_direct_ext3_text_drift,portal16,인질을　잡다니、,7,18,E5182C7B,,0,,1,
6134D5,scenario_6134C3,P4_direct_ext3_text_drift,portal16,하지만　제정상이　아니니까,11,18,E5180CFB,,0,,1,
613599,scenario_613584,P4_direct_ext3_text_drift,portal16,티탄즈　부대로군。,8,18,E5180CFD,,0,,2,
6135A4,scenario_613584,P4_direct_ext3_text_drift,portal16,……비무장　셔틀을　상대로,14,18,E5181C92,,0,,1,
613600,scenario_6135F2,P4_direct_ext3_text_drift,portal16,너희、그런　곳에서,9,18,E5181C93,,0,,1,
613680,scenario_61365D,P4_direct_ext3_text_drift,portal16,지금　우리는　작전　행동　중이다。,13,18,E5182C80,,0,,1,
6136C3,scenario_6136B6,P4_direct_ext3_text_drift,portal16,여기는　셔틀　템테이션의,8,18,E5180D01,,0,,1,
61371B,scenario_6136FB,P3_direct_ext3_control_adjacent_text_drift,portal16,티탄즈가　그들을　쫓아왔습니다！,12,18,E5181C96,,0,,2,1728
61374E,scenario_613742,P4_direct_ext3_text_drift,portal16,더는　우리를　귀찮게　하기　전에、,17,18,E5183C9F,,0,,1,
6137B8,scenario_6137A4,P2_direct_ext3_exact_text,portal16,브라이트　중령의,5,18,E5184CA1,,0,,1,
613805,scenario_6137E7,P1_direct_ext3_exact_text_control_adjacent,portal16,……이렇게　할　수밖에　없잖아！！,14,18,E5184CA2,,0,,2,1728
61386D,scenario_613852,P3_direct_ext3_control_adjacent_text_drift,portal16,템테이션、급속　발진！,11,18,E5183CA2,,0,,2,0899
6138D4,scenario_6138C6,P4_direct_ext3_text_drift,portal16,모빌슈트대、발진！,7,18,E5183CA3,,0,,1,
613905,scenario_6138F0,P1_direct_ext3_exact_text_control_adjacent,portal16,……어떻게　할까요？,5,18,E5180275,,0,,2,1728
61394D,scenario_61393C,P2_direct_ext3_exact_text,portal16,그럼　마침　잘　되었군。,7,18,E5180278,,0,,2,
613957,scenario_61393C,P2_direct_ext3_exact_text,portal16,예비대를　발진시켜라！,8,18,E5180279,,0,,1,
61398D,scenario_613975,P2_direct_ext3_exact_text,portal16,……어쩔　수　없군。,7,18,E518C060,,0,,1,
6139A1,scenario_613975,P1_direct_ext3_exact_text_control_adjacent,portal16,나도　모빌슈트로　출격하겠다！！,10,18,E518C05F,,0,,2,1728
613A0C,scenario_6139F4,P2_direct_ext3_exact_text,portal16,이런　일반　부대와　묶여　버리면,15,18,E5180280,,0,,1,
613B17,scenario_613B0C,P2_direct_ext3_exact_text,portal16,하지만　알려주십시오、　라이라　대위님！,12,18,E518028A,,0,,1,
613B6D,scenario_613B4F,P2_direct_ext3_exact_text,portal16,그러기　위해선　체면을　버리고서라도,9,18,E518028F,,0,,1,
613B88,scenario_613B4F,P1_direct_ext3_exact_text_control_adjacent,portal16,나도　그　정도쯤은　알고　있습니다。,15,18,E5180291,,0,,2,0877
613BAD,scenario_613B9D,P4_direct_ext3_text_drift,portal16,그럼　나한테　맡겨봐。　네놈이　아가마를,12,18,E5181787,,0,,1,
613C3B,scenario_613C32,P2_direct_ext3_exact_text,portal16,……예。　인질을　잡는　행위　등은,12,18,E5180299,,0,,1,
613CDA,scenario_613CD0,P4_direct_ext3_text_drift,portal16,저는　제가　믿는　대로,12,18,E5180B81,,0,,1,
613D01,scenario_613CF8,P4_direct_ext3_text_drift,portal16,……자네의　그　감각은　믿을　만해。,17,18,E5183BF8,,0,,2,
613D15,scenario_613CF8,P2_direct_ext3_exact_text,portal16,에우고에　합류한　것을　환영하네、,11,18,E51802A2,,0,,1,
613D4F,scenario_613D3F,P2_direct_ext3_exact_text,portal16,귀관　같은　유능한　인재가,6,18,E51802A5,,0,,1,
613D71,scenario_613D67,P1_direct_ext3_exact_text_control_adjacent,portal16,……조금、　달라졌군。,10,18,E51802A7,,0,,2,080F
613D8B,scenario_613D81,P2_direct_ext3_exact_text,portal16,그　『별의　부스러기』　전투를　통해,13,18,E51802A9,,0,,1,
613DA5,scenario_613D81,P4_direct_ext3_text_drift,portal16,……크와트로　대위께　구원받아、,15,18,E5184B1D,,0,,1,
613DCA,scenario_613D81,P2_direct_ext3_exact_text,portal16,하지만　변한　것이라면,11,18,E51802AC,,0,,1,
613DE2,scenario_613D81,P4_direct_ext3_text_drift,portal16,……예전처럼　힘이　들어가진　않았군。,17,18,E51802AE,,0,,1,
613E0E,scenario_613E05,P4_direct_ext3_text_drift,portal16,너한테　그런　평가를　들을　날이　올,10,18,E51802B1,,0,,1,
613E39,scenario_613E28,P4_direct_ext3_text_drift,portal16,서로　과거의　해묵은　악연은　잊고　동일,14,18,E518376B,,0,,1,
613E9E,scenario_613E8A,P2_direct_ext3_exact_text,portal16,자네에게　한　수　가르쳐　주지。,10,18,E51802BA,,0,,1,
613F01,scenario_613EE5,P3_direct_ext3_control_adjacent_text_drift,portal16,같이　술이라도……　마시지　않겠나？,16,18,E5189384,,0,,2,1728
613F2F,scenario_613F1E,P4_direct_ext3_text_drift,portal16,좋은　남자가　된다면,7,18,E5182B01,,0,,1,
613F4A,scenario_613F1E,P1_direct_ext3_exact_text_control_adjacent,portal16,……그것도　제법　낭만적이겠지。,10,18,E51802C3,,0,,2,1728
614017,scenario_61400B,P4_direct_ext3_text_drift,portal16,붉은　ＭＳ를　타고……,13,18,E5184B1E,,0,,1,
61405F,scenario_614043,P1_direct_ext3_exact_text_control_adjacent,portal16,……그렇지만！！,6,18,E51802CD,,0,,2,1728
6140CA,scenario_6140BE,P4_direct_ext3_text_drift,portal16,붉은　ＭＳ를　타고……,13,18,E5181B16,,0,,1,
614193,scenario_614183,P4_direct_ext3_text_drift,portal16,에우고　머저리들에게　우리의　매서운,7,18,E5184A56,,0,,1,
61421A,scenario_614211,P4_direct_ext3_text_drift,portal16,그런가！　난　방금……,9,18,E5183CA5,,0,,1,
614235,scenario_614211,P3_direct_ext3_control_adjacent_text_drift,portal16,이해가　무의식의　반감이　되는군……,19,18,E51802D7,,0,,2,1728
61427C,scenario_614272,P2_direct_ext3_exact_text,portal16,대체　무슨　말을　털어놓으려던　거요！？,9,18,E51802DB,,0,,1,
614337,scenario_614323,P1_direct_ext3_exact_text_control_adjacent,portal16,라이라……　젠장아아아악！！,9,18,E51802E3,,0,,2,1728
6143B7,scenario_6143AB,P4_direct_ext3_text_drift,portal16,……미안하군。,5,18,E5183CA7,,0,,1,
6143EC,scenario_6143D0,P4_direct_ext3_text_drift,portal16,어쩌면　우리가　싸우는　걸,13,18,E5181B17,,0,,1,
614444,scenario_614424,P2_direct_ext3_exact_text,portal16,그　멧사라라고　칭하는,6,18,E51802F0,,0,,1,
614490,scenario_614486,P4_direct_ext3_text_drift,portal16,도움이　없어도、　내　멧사라면,16,18,E5180B84,,0,,1,
6144B2,scenario_614486,P3_direct_ext3_control_adjacent_text_drift,portal16,……간다！,6,18,E5181B38,,0,,2,1728
6144D1,scenario_6144C3,P4_direct_ext3_text_drift,portal16,라라아와도、　아무로와도　완전히　이질적,13,18,E518C2F0,,0,,1,
61451A,scenario_614507,P4_direct_ext3_text_drift,portal16,아직은　아인　레비가　허무하게　사살당하,16,18,E518919D,,0,,1,
6145B2,scenario_61459E,P1_direct_ext3_exact_text_control_adjacent,portal16,추락해라、　하루살이　녀석！！,9,18,E51802FF,,0,,2,1728
614630,scenario_61460F,P3_direct_ext3_control_adjacent_text_drift,portal16,그래……　자네　같은　여성이。,11,18,E5183BF9,,0,,2,087F
61475A,scenario_614741,P3_direct_ext3_control_adjacent_text_drift,portal16,이런　식으로　말해야　하나？,13,18,E5180C57,,0,,2,1728
614795,scenario_61477B,P4_direct_ext3_text_drift,portal16,뭐、　죽는다고　해도,9,18,E5181B19,,0,,1,
6147B2,scenario_61477B,P3_direct_ext3_control_adjacent_text_drift,portal16,……슬슬、　작별할까？,15,18,E5182BD9,,0,,2,1728
614823,scenario_61480D,P4_direct_ext3_text_drift,portal16,네가　그　자리에　버티고　있으면　포격을,11,18,E518031B,,0,,1,
6148FC,scenario_6148EA,P4_direct_ext3_text_drift,portal16,지금　저　녀석을　쓰러뜨릴　거야！,13,18,E5182C8D,,0,,1,
61498C,scenario_614971,P4_direct_ext3_text_drift,portal16,소중한　사람을　잃었으니、,10,18,E518032D,,0,,1,
6149A9,scenario_614971,P4_direct_ext3_text_drift,portal16,……하지만、　고집을,10,18,E518032F,,0,,1,
6149F1,scenario_6149E6,P4_direct_ext3_text_drift,portal16,당신에게　무슨　일이　있었는지。,8,18,E5180332,,0,,1,
614A27,scenario_614A18,P4_direct_ext3_text_drift,portal16,세라의　원수를　갚겠다면,14,18,E5181B1B,,0,,1,
614A84,scenario_614A6D,P4_direct_ext3_text_drift,portal16,자네가　정말로　세라를　알고　있고,6,18,E5183A7A,,0,,1,
614AC0,scenario_614AB1,P3_direct_ext3_control_adjacent_text_drift,portal16,같이　그　녀석을　쓰러뜨리자！！,13,18,E518033B,,0,,2,1728
614B82,scenario_614B71,P2_direct_ext3_exact_text,portal16,어쩔　수　없지、　오늘　기동　작전은,9,18,E5180342,,0,,1,
614BF8,scenario_614BEA,P3_direct_ext3_control_adjacent_text_drift,portal16,오늘은　출격하지　않았군요？,14,18,E5180346,,0,,2,0802
614C57,scenario_614C47,P3_direct_ext3_control_adjacent_text_drift,portal16,잡담은　그쯤　해줬으면　좋겠군。,17,18,E518034B,,0,,2,0809
614C88,scenario_614C6E,P4_direct_ext3_text_drift,portal16,저는　파렌　소위라고　합니다、　안만　본,7,18,E5181756,,0,,1,
